timestamp (ms),acc-x (m/s^2),acc-y (m/s^2),acc-z (m/s^2)
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27634,-2.99,1.8,-1.11
27738,-5.52,2.36,-2.53
27842,-3.3,1.14,0.15
27945,-0.18,0.24,0.97
28050,3.56,-0.93,3.21
28154,2.43,-2.78,2.68
28260,-1.71,-0.83,-0.14
28364,-3.39,-1.65,-2.63
28469,1.7,-0.25,0.23
28573,1.49,1.06,1.21
28678,-0.38,1.16,0.27
28783,0.25,1.05,0.11
28887,0.4,0.59,-0.23
28991,-0.25,0.04,-0.27
29094,-0.28,0.19,-0.49
29199,0.47,1.03,-0.01
29302,0.13,-0.12,-0.03
29408,-0.09,-0.88,0.48
29511,0.53,-0.24,-0.27
29617,0.01,-0.49,0.63
29720,0.4,0,-0.33
29826,0.01,-0.62,-0.8
29930,-0.17,0,0.03
30034,0.03,0.24,0.44
30139,-0.24,-0.24,0.07
30243,0.14,-0.23,0.25
30348,-0.04,-0.04,0.16
30451,0.15,-0.06,-0.74
30556,0.52,-0.76,-0.71
30660,1.76,-0.54,0.02
30765,-0.88,-0.07,-0.21
30869,-0.15,0.1,-0.85
30973,0.15,-0.21,0.54
31079,0.45,-0.28,-0.04
31182,-0.16,0.08,0.19
31288,-0.06,0.13,-0.37
31392,0.75,-0.68,-0.03
31497,-0.62,0.31,-0.64
31600,-0.32,-0.29,-1.32
31705,0.47,0.56,2.21
31808,-0.83,0.31,2.96
31912,0.54,-1,0.53
32017,-0.08,-0.88,-0.31
32121,0.22,-0.4,-0.22
32226,0.24,-0.43,-0.79
32330,-0.21,0.09,-0.1
32436,0.43,-0.3,0.55
32540,-0.18,-0.1,0.71
32646,0.16,-0.25,-0.38
32749,0.22,-0.11,0.57
32854,0.07,-0.32,-0.46
32957,0.2,-0.35,-0.96
33061,-1.06,-0.62,0.07
33166,0.1,0.52,0.23
33270,2.04,-0.34,-0.23
33375,1.78,0.37,-0.64
33479,2.63,0.2,0.17
33584,2.04,-0.58,0.32
33688,3.92,-1.17,1.9
33794,2.73,0,-0.08
33898,3.42,-0.36,-0.35
34002,3.29,-0.57,0.05
34107,2.65,-0.65,0.52
34210,2.19,-0.2,1.05
34315,2.31,-0.34,0.85
34418,2.39,-0.42,0.64
34523,1.51,-0.3,0.97
34628,2.26,-0.08,0.07
34732,2.75,-0.7,-0.03
34837,2.07,0.15,0.51
34941,1.83,-0.11,0.18
35046,2.4,-0.47,0.13
35151,1.98,-0.11,-0.23
35255,1.79,-0.25,-0.62
35360,1.13,-0.24,0.99
35464,1.44,-0.2,1.28
35568,1.27,0.1,-0.43
35673,1.28,-0.12,-0.27
35777,1.2,-0.4,-0.35
35883,0.95,0.21,-0.25
35986,0.73,-0.48,-1.02
36091,1.12,-0.39,-0.03
36196,0.69,0.03,0.07
36300,0.58,0.13,-0.51
36405,0.93,-0.2,-0.15
36509,0.95,-0.16,0.59
36613,1.12,-0.47,0
36717,0.98,0.01,-0.7
36822,0.52,-0.15,0.79
36926,1.24,0.03,-0.67
37029,0.91,-0.46,-0.37
37135,1.22,-0.03,-0.01
37238,1.03,-0.26,-0.84
37344,0.73,-0.23,-0.41
37448,0.37,-0.15,-0.85
37553,0.26,-0.42,-0.09
37658,-0.68,0.5,1.04
37762,-0.32,-0.36,-0.06
37866,-0.11,-0.01,0.08
37969,-0.47,-0.06,0.16
38074,-0.63,-0.46,-0.81
38178,-0.08,0.07,0.69
38283,-0.65,-0.18,-0.24
38388,-0.43,-0.18,0.26
38492,-0.27,-0.3,-1.11
38597,-0.89,0.38,-0.21
38701,-1,0,-0.1
38806,-0.77,0.11,-0.12
38910,-0.72,0.02,0.45
39015,-0.62,-0.17,-0.17
39119,-0.66,-0.05,0.24
39223,-0.74,-0.08,0.32
39327,-0.53,-0.04,0.2
39432,-0.19,-0.07,-1.28
39535,-0.61,-0.19,0.34
39641,-0.92,-0.34,-0.99
39744,-0.41,0,-0.14
39849,-0.52,0.1,-0.26
39954,-0.54,-0.15,-0.26
40058,-1.21,0.71,-0.84
40164,-0.9,-0.18,-0.94
40268,-0.2,-0.7,-0.1
40372,-1.69,0.41,2.16
40476,-0.68,-0.3,0.2
40580,-0.51,0,0.77
40684,-0.71,-0.04,-0.42
40788,-0.43,-0.06,-0.23
40894,-0.58,-0.21,0.4
40997,-1.01,0.07,-0.71
41103,-0.6,-0.38,-0.81
41207,-0.55,0.15,-0.26
41312,-0.62,0.29,1.34
41417,-0.42,0.11,-0.78
41522,-1.39,-0.77,-0.94
41625,-0.4,-0.28,-0.13
41730,-0.69,0.02,1.15
41833,-2.51,1.86,-1.79
41937,-0.75,-0.32,-0.81
42041,-1.31,-0.53,-0.15
42146,-3.38,1.06,0.15
42251,-1.65,-0.29,-1.09
42355,-0.97,0.19,0.22
42460,-1.03,-0.01,0.08
42565,-0.62,-0.03,0.89
42670,-1.07,0.19,-0.16
42774,-0.87,-0.07,0.68
42877,-1.37,-0.26,-0.88
42982,-0.38,0.14,2.77
43085,-0.4,-0.28,1.4
43190,-1.19,-0.1,0.23
43294,-1.25,-0.08,-0.75
43399,-1.01,-0.14,-0.09
43503,-0.69,-0.12,0.75
43609,-0.79,0,-0.6
43713,-0.7,-0.23,-0.89
43816,-1.03,-0.13,-0.1
43922,-0.93,-0.16,-0.48
44026,-0.59,-0.32,-0.27
44130,-0.61,0.17,0.05
44234,-0.84,0.06,-0.39
44339,-0.83,-0.29,-0.5
44442,-1.09,-0.12,-0.23
44547,-1.01,0.16,-0.3
44651,-1.07,0.04,0.57
44756,-0.53,-0.01,0.83
44861,-0.78,0,-0.18
44965,-1,-0.07,0.34
45070,-0.77,0.04,1.19
45174,-0.81,0,-0.27
45279,-0.01,-0.68,-0.21
45382,-1.19,-0.33,0.25
45487,-0.9,0.06,-0.02
45591,-1.11,-0.03,0.24
45696,-0.54,-0.15,0.37
45800,-0.63,0.21,0.56
45904,-0.62,-0.13,-0.06
46009,-0.43,-0.04,0.1
46114,-0.35,-0.2,0.08
46219,-0.39,0.09,0.44
46323,-0.5,-0.21,-0.11
46429,-0.61,0.05,0.84
46533,-0.56,0.02,-0.32
46637,-0.53,-0.16,-0.32
46741,-0.83,-0.26,-1.41
46845,-0.48,-0.07,0.55
46949,-0.82,0.1,0.02
47053,-0.22,-0.3,0.14
47158,-0.26,0.01,-0.02
47262,-0.73,0.51,-1.37
47368,-0.19,0.17,0.43
47472,-0.46,0.28,0
47577,-0.37,-0.41,0.2
47681,-0.39,-0.27,0.56
47785,-0.66,-0.43,-0.34
47889,-0.79,0.15,-0.39
47993,0.02,-0.04,-0.26
48098,-0.16,-0.33,0.42
48202,-0.47,-0.07,-0.57
48307,-0.33,-0.18,0.44
48411,-0.39,0.28,0
48516,-0.16,-0.26,0.03
48620,-0.36,-0.04,0.36
48726,-0.45,0.01,0.03
48830,-0.57,0.02,0.06
48934,-0.48,-0.03,0.21
49039,-0.37,-0.15,0.63
49142,-0.95,0.36,-1.72
49247,-0.1,0.05,-0.65
49351,-0.49,0.02,-0.23
49455,-0.3,0.04,-0.05
49559,-0.31,-0.3,-0.19
49665,-0.29,-0.02,0.27
49769,-0.23,0.16,-0.17
49873,-0.57,-0.72,-0.63
49978,-0.42,-0.02,1.55
50082,0,0.07,-0.66
50187,-0.36,-0.04,-0.15
50291,-0.16,0.01,0.15
50396,-0.16,-0.12,0.36
50499,-0.19,-0.08,-0.18
50604,0.09,-0.2,-0.15
50708,0.47,-0.03,0.79
50811,-0.4,0.09,1.06
50916,-0.09,-0.18,-0.53
51020,-0.31,0.13,0.1
51125,-0.27,-0.14,0.06
51229,-0.08,-0.29,0.15
51334,-0.18,0.15,-0.26
51439,-0.05,-0.05,-0.48
51544,-0.25,-0.24,-0.09
51648,-0.32,0.16,0
51751,-0.42,-0.09,-0.19
51856,-0.23,0.1,0.4
51959,-0.46,-0.01,-0.44
52064,-0.35,-0.06,0.2
52168,-0.36,0.13,-0.09
52273,-0.28,0.08,-0.72
52377,-0.49,0.1,-0.41
52483,-0.04,-0.25,0.78
52587,-0.37,-0.01,-0.26
52691,-0.92,0.35,-0.28
52796,-0.42,-0.07,0.01
52900,-0.25,-0.09,0.1
53005,-0.52,0.19,-0.46
53108,-0.48,0.02,-0.11
53213,-0.19,-0.16,-0.08
53316,-0.17,0.05,-0.24
53421,-0.43,-0.13,0.34
53525,-0.21,-0.03,-0.11
53629,-0.33,0.08,-0.13
53734,-0.17,-0.17,-0.02
53838,-0.24,0.12,0.13
53943,0.06,0.12,-0.31
54048,-0.08,-0.4,-0.91
54153,-0.22,0.18,1.05
54257,-0.26,-0.14,-0.86
54361,0.13,-0.26,0.22
54465,-0.12,0.21,-0.1
54568,-0.05,-0.39,-0.3
54674,-0.24,0.12,0.22
54777,-0.21,-0.16,-0.09
54883,-0.2,0.25,0.44
54986,0,-0.23,0.05
55092,-0.2,0.09,-0.27
55196,-0.03,-0.14,0.32
55301,-0.02,0.01,-0.29
55406,-0.14,-0.07,-0.26
55511,-0.06,-0.06,0.44
55614,-0.09,0.07,-0.36
55718,-0.4,0.03,-0.55
55822,0.12,-0.46,-0.01
55926,0.43,-0.05,1.3
56031,-0.02,0.12,-0.85
56135,0.06,-0.38,-0.04
56240,0.06,0.29,-0.07
56345,0.13,-0.28,-0.88
56450,0.32,-0.13,0.58
56554,-0.1,0.09,-0.34
56658,-0.02,-0.18,-0.23
56763,0.16,-0.08,0.42
56867,0,-0.11,-0.32
56971,-0.38,0.17,-0.07
57075,0.14,-0.37,0.25
57179,-0.13,-0.1,0.44
57283,-0.14,-0.06,-0.46
57389,-0.01,0,-0.02
57492,-0.14,-0.02,0.05
57596,-0.17,-0.19,-0.05
57702,-0.15,-0.08,-0.02
57805,-0.26,-0.11,-0.27
57911,-0.1,0.07,0.2
58015,-0.3,0,-0.05
58119,-0.21,-0.12,0
58223,-0.23,-0.08,0.11
58327,-0.08,0,-0.08
58431,-0.17,0,-0.14
58535,-0.18,-0.09,0.2
58639,-0.2,0.01,-0.02
58744,-0.12,0.02,-0.23
58848,-0.06,-0.06,0.14
58953,-0.59,-0.08,-0.22
59058,-0.13,0,-0.01
59161,-0.07,0,-0.18
59267,-0.25,0.12,-0.63
59370,-0.18,-0.12,0.12
59474,0.05,-0.09,-0.61
59579,-0.1,0.05,0.2
59682,0.08,-0.2,-0.21
59787,-0.02,0.01,0.15
59890,-0.21,-0.09,-0.02
59996,-0.01,0.08,-0.11
60100,0.52,-0.13,-0.37
60204,0.37,0,0.02
60309,0.13,-0.14,0
60412,0.25,-0.11,-0.25
60518,0.25,-0.05,-0.02
60622,0.11,-0.11,-0.36
60726,0.01,0,0.15
60830,0.24,0.02,-0.02
60934,0.11,-0.15,-0.22
61038,0.15,-0.06,-0.01
61143,0.17,-0.06,0.05
61247,0.19,-0.09,0
61351,0.16,-0.02,0.02
61456,-0.17,0.11,-0.1
61560,0.12,-0.06,-0.42
61665,0.1,-0.08,0.11
61769,0.33,-0.16,-0.11
61874,0.1,0.09,-0.19
61978,0.11,-0.13,-0.05
62083,0.08,-0.08,-0.21
62186,0.04,0.06,-0.14
62290,-0.08,0.03,0.13
62394,0.04,-0.09,0.08
62498,0.13,-0.02,-0.02
62603,0.05,0.12,-0.03
62707,0.04,-0.09,0.12
62812,0.05,-0.12,-0.11
62916,-0.01,0.03,-0.33
63021,0.07,-0.05,-0.09
63126,0.25,-0.1,0.15
63229,0.05,0.15,-0.29
63334,0.1,0.05,0.12
63437,-0.01,-0.03,-0.01
63542,0.05,-0.01,-0.06
63646,-0.01,-0.03,-0.19
63751,0.09,0.02,-0.04
63856,0.09,-0.14,0.14
63961,0.05,-0.15,-0.02
64065,-0.07,0.08,-0.21
64169,-0.13,0.02,-0.07
64274,0.12,-0.13,0.24
